u,v,length
42927013,42920467,79.008
42927013,42824167,200.981
42931320,276069438,58.757
42931320,42825887,109.062
42932262,42932279,25.486
42932279,42819589,79.663
42932473,42905182,56.571
42932473,42818218,175.775
42932488,42927001,201.3
42932488,42908503,79.385
42932488,42905205,78.793
42932492,42876788,126.519
42932492,42838389,55.522
42932492,42908517,98.384
42932499,42817753,26.206
42932499,42817750,85.209
42932839,42917872,565.629
42932839,42817771,185.567
42932839,42841815,75.306
42932884,42938567,56.946
42932884,42932888,63.787
42932884,42917872,132.132
42932888,42920473,55.057
42932888,42932884,63.787
42932888,42938567,51.651
42934477,42870698,79.913
42934477,42934657,79.208
42934477,42907497,159.268
42934632,551613174,33.99
42934641,42827600,127.315
42934641,42934645,79.125
42934641,42908162,79.084
42934645,42888327,79.274
42934645,42827602,127.354
42934645,42907474,158.281
42934645,42934641,79.125
42934657,42934477,79.208
42934657,42916360,79.273
42934657,42827625,127.358
42935106,42870238,104.155
42935106,42916766,75.628
42935137,42846014,360.887
42935137,42935106,36.306
42935204,42900319,286.035
42935204,42833306,43.997
42935204,42849714,78.393
42935217,42815810,203.409
42935217,42849740,81.354
42935217,42833332,76.855
42935231,42860563,210.99
42935231,42938169,35.945
42935231,42867654,77.791
42935560,42844264,213.031
42935595,42920879,82.002
42935595,42825868,89.561
42935595,42815782,166.478
42935603,2297358952,17.218
42935603,42920850,65.124
42938169,42935231,35.945
42938169,42802543,139.22
42938169,42911782,288.08
42938169,42833283,58.505
42938181,42904586,78.932
42938567,42932884,56.946
42938567,42917869,80.882
42938567,42927013,203.092
42941801,42811421,274.342
60007381,752194388,172.3
60810374,76465596,192.694
60810374,60811364,563.323
60810564,103098504,2293.245
60810944,60811194,137.688
60810944,60810966,927.264
60810966,65904401,252.719
60810966,60810969,170.849
60810969,4204809595,21.899
60811194,530475843,107.676
60811194,60811196,168.262
60811196,76464372,1289.912
60811360,76464545,106.596
60811360,76463922,157.352
60811364,60811360,280.707
60811502,60811504,98.531
60811504,530475338,130.034
60811504,60811509,183.164
60811509,7921969718,220.109
60811509,1387832650,198.827
60811513,76464372,128.189
60811745,60811753,495.203
60811745,65903763,330.394
60811753,60810564,356.957
60915682,1544809882,18.499
60915682,42427504,145.597
60916829,595729853,1007.441
60917021,60928137,256.33
60917021,60928402,783.994
60918583,60918586,43.438
60918586,60925316,87.861
60918686,60926787,228.219
60918686,595462050,412.481
60918736,60925795,567.583
60919839,60919842,267.621
60919842,42727425,240.036
60919842,595750842,339.692
60920157,529288546,747.686
60920487,42740411,46.995
60920487,7025656813,68.092
60921024,60924188,27.167
60921024,60924012,20.551
60921025,60921024,95.781
60921025,42453142,140.314
60921162,8316781084,83.512
60921167,9908501348,393.095
60921167,42423101,292.429
60922694,8748510704,752.105
60922694,60922812,368.206
60922812,60923063,262.28
60922812,60922879,284.063
60922834,373850887,186.293
60922879,60922940,270.913
60922940,596668878,312.994
60923008,60923063,227.968
60923008,60922879,431.41
60923063,60922834,383.171
60923195,60923201,144.764
60923195,60923383,505.525
60923201,60923208,494.235
60923208,60920157,133.432
60923264,60922834,789.618
60923264,60923321,170.134
60923321,42453142,306.803
60923321,60923328,350.103
60923328,60923383,461.145
60923328,60923201,288.761
60923383,60919839,410.099
60923716,596668854,140.375
60923716,596668832,403.669
60924009,60921024,63.836
60924009,42734314,37.015
60924012,60924107,85.137
60924107,60921025,20.04
60924107,2329087597,132.975
60924188,42734314,50.573
60924188,3001741334,157.708
60924370,7025656813,320.193
60924370,42769873,96.948
60924412,42442734,119.572
60924412,60918583,305.974
60925101,60925555,768.662
60925316,60925716,98.283
60925316,60925728,98.63
60925389,373780963,788.45
60925389,1764424345,2450.622
60925555,42444581,58.323
60925716,60918686,570.998
60925728,171245253,978.518
60925784,529799006,361.491
60925784,60921162,115.852
60925795,60921162,113.926
60925795,529799006,367.383
60925950,60926076,72.895
60925950,42427168,97.759
60925950,42429017,131.676
60925991,5048446875,7.477
60926009,42458936,92.841
60926009,60925950,83.266
60926076,9566938928,8.241
60926076,60925950,72.895
60926076,42427185,77.758
60926140,60927291,526.983
60926140,60925950,266.445
60926616,42436832,71.949
60926616,60928839,60.758
60926787,595448603,74.455
60926787,60926791,98.848
60926791,595441949,436.346
60926905,60927822,382.7
60926905,60927291,32.169
60927291,60928402,583.169
60927291,60927487,260.362
60927487,60927827,156.958
60927487,7911307251,402.919
60927650,60927825,208.301
60927650,7911307251,616.55
60927817,60927819,71.959
60927817,42437324,58.126
60927819,60928596,343.362
60927819,60927817,71.959
60927819,60927822,129.148
60927822,60927823,67.61
60927822,60927819,129.148
60927823,60929894,391.195
60927823,60927822,67.61
60927823,60927825,156.283
60927825,60927823,156.283
60927825,595441960,82.253
60927827,60927832,169.114
60927827,595441960,23.643
60927832,60927836,123.126
60927832,7911307278,306.991
60927836,60927837,42.586
60927837,60927836,56.069
60927837,60929261,313.213
60928137,595441960,58.247
60928137,60927825,102.44
60928402,7907957252,1121.905
60928432,60928596,430.942
60928432,60927650,369.233
60928596,60929894,102.812
60928599,60928941,677.067
60928599,595462050,835.484
60928599,60928608,326.63
60928608,60925991,68.965
60928608,60918736,169.394
60928695,60928839,155.997
60928695,60925991,232.979
60928839,595441949,193.088
60928941,171245253,173.221
60929261,42438160,15.582
60929261,9166213997,77.05
60929261,60927837,313.213
60929278,60916829,221.616
60929278,42438160,78.484
60929894,60928599,72.743
61269400,42425188,262.766
61269400,61272997,1945.762
61269797,42423070,242.593
61271722,42450352,86.064
61271722,61269797,1289.561
61272284,595245843,72.774
61272284,42438306,84.475
61272284,595245889,56.706
61272887,247124101,223.454
61272887,247123651,41.733
61272997,247124101,110.363
61272997,61273001,137.41
61273001,61273004,24.649
61273001,9140924713,91.257
61273004,247123612,17.836
61273004,61271722,91.841
61275380,9140924713,23.13
61275380,61273004,88.316
61275601,11017186436,19.677
61275601,11017186435,80.356
62915509,42430680,215.85
62915509,62915527,81.501
62915516,593854257,20.266
62915516,11017187936,19.532
62915525,42453548,21.712
62915525,62915509,82.331
62915527,11017187937,78.906
62915531,62915516,59.877
62915536,11017187935,20.383
62915536,11017186437,79.645
62915549,42437379,24.693
62915549,62915525,89.976
62915549,42430673,258.156
65902741,103253559,72.931
65902741,76463662,65.934
65902741,103189646,86.379
65902741,103205100,141.164
65903763,1576129790,7.23
65903770,60811753,302.375
65903770,103124646,102.397
65903770,103205083,71.184
65903770,65903763,266.158
65904401,65903770,191.739
76463562,76464878,352.155
76463562,7929354935,160.645
76463592,7929354935,2.603
76463592,76464564,213.506
76463592,299178371,116.464
76463662,65904401,171.569
76463662,60810969,362.771
76463911,298605029,3361.737
76463922,76464754,387.301
76463922,76463911,555.409
76464195,76464545,109.603
76464195,299386721,135.591
76464202,76463911,375.166
76464202,76464207,271.922
76464207,298771300,592.528
76464360,299127839,292.167
76464372,298792355,1606.101
76464402,595462053,2111.104
76464407,7929525233,49.418
76464407,7929525249,26.87
76464407,76464402,242.707
76464407,7929525242,199.188
76464407,7929525242,196.147
76464407,7929545294,195.883
76464407,7929545294,195.595
76464410,530475338,154.179
76464410,103096338,183.795
76464410,76464407,131.34
76464423,299121905,356.506
76464433,299127839,554.868
76464433,76464971,279.238
76464545,76464564,251.737
76464564,299098708,286.505
76464754,76464760,296.081
76464754,298771300,660.919
76464760,298917891,380.602
76464878,76464760,235.49
76464924,76464423,297.88
76464924,299122460,484.373
76464971,299178377,529.537
76464971,76464423,318.451
76465081,76464924,417.945
76465081,76464360,378.655
76465148,76465373,14.412
76465370,76465148,140.832
76465370,103132816,143.718
76465373,76465374,26.708
76465373,76465484,83.586
76465374,299386521,52.937
76465374,7298101920,36.325
76465484,76464207,568.96
76465486,76465484,80.756
76465486,7298101920,121.264
76465596,76465622,338.463
76465596,76465598,120.486
76465598,76465600,92.879
76465600,103174612,192.9
76465600,60811364,156.954
76465622,11170628912,66.566
76465622,103121480,57.326
76465636,3257513565,53.454
76465636,11170628887,49.925
76465636,752650952,60.704
100522479,3639382767,10.054
100522479,9140654137,163.892
100522728,42457476,16.736
100522728,42448811,79.704
100522741,42434085,145.861
100522741,100522728,80.11
100659881,277481443,291.18
100662028,3640160602,944.737
100662028,277481765,817.343
100662035,471243697,433.968
100662035,471244587,90.807
103093089,103093096,58.226
103093089,5108649563,143.617
103093089,103216744,246.924
103093096,103093099,70.254
103093096,103093089,58.226
103093096,5108649553,88.694
103093099,103093104,92.975
103093099,103093096,70.254
103093099,103181669,206.597
103093099,103181647,243.501
103093104,103093107,98.584
103093104,103093099,92.975
103093104,103123288,224.607
103093104,103123251,217.986
103093107,103174015,171.511
103093107,103093110,90.938
103093107,103093104,98.584
103093107,103125377,273.78
103093110,5108654517,86.469
103093110,103093107,90.938
103093110,103277081,79.006
103093110,103125383,240.728
103093121,103093123,26.943
103093121,5108654517,67.553
103093121,103282053,96.781
103093123,103125397,169.477
103093123,103093121,26.943
103093213,103093215,107.907
103093213,440215449,111.501
103093213,103164801,263.959
103093215,103093218,96.707
103093215,103093213,107.907
103093215,103215836,258.592
103093218,103093220,17.403
103093218,103093215,96.707
103093218,103155260,94.732
103093220,103093222,115.039
103093220,103093218,17.403
103093220,103155362,249.625
103093222,103093226,89.983
103093222,103093220,115.039
103093222,103224106,241.773
103093222,103204750,93.742
103093226,103093228,4.037
103093226,103093222,89.983
103093226,103185275,130.484
103093228,103093229,91.69
103093228,103093226,4.037
103093228,103224107,234.769
103093229,103093230,96.336
103093229,103093228,91.69
103093229,103224109,229.275
103093230,103093229,96.336
103093230,103093232,97.111
103093230,103185282,110.863
103093230,103224111,223.483
103093232,103117243,108.171
103093232,103093236,145.093
103093232,103093230,97.111
103093236,103185292,66.248
103093236,103117245,107.869
103093236,103093232,145.093
103093236,103093238,95.378
103093238,103224117,240.602
103093238,103093240,75.352
103093238,103093236,95.378
103093240,103093242,77
103093240,6103601329,213.113
103093240,103093238,75.352
103093242,103093244,76.241
103093242,103093240,77
103093242,103224119,237.983
103093244,103204851,85.329
103093244,103093242,76.241
103093244,103204849,236.197
103093244,103093245,81.447
103093245,103234401,109.123
103093245,103093250,80.928
103093245,103093244,81.447
103093250,103220629,115.978
103093250,103224121,228.769
103093250,103093259,142.63
103093250,103093245,80.928
103093259,103110773,111.575
103093259,103093265,91.678
103093259,103093250,142.63
103093265,103135921,281.064
103093265,103093277,85.715
103093265,103093259,91.678
103093277,103135919,181.509
103093277,103093285,81.236
103093277,103093265,85.715
103093285,103093277,81.236
103093310,298606346,182.945
103093310,9871150056,73.372
103093310,298782911,74.495
103093310,103288369,42.88
103093316,103093318,63.569
103093316,103144209,225.639
103093316,9871150056,88.105
103093318,103093316,63.569
103093318,103144209,181.706
103093318,4469448619,61.444
103093318,103093322,79.246
103093322,103263458,62.483
103093322,103144209,258.606
103093322,103093324,19.001
103093322,103093318,79.246
103093324,103093325,26.288
103093324,103268030,174.726
103093324,103093322,19.001
103093325,103093324,26.288
103093325,103275489,142.741
103093325,103093326,72.86
103093326,9871181536,75.927
103093326,103268030,74.164
103093326,103301413,174
103093326,103093325,72.86
103093339,103199029,112.003
103093339,9871181565,129.206
103093339,103093343,69.267
103093339,9871181536,99.201
103093343,103216559,72.894
103093343,103093345,129.51
103093343,103185441,73.153
103093343,103093339,69.267
103093345,103093343,129.51
103093345,103216559,197.416
103093345,103093350,195.428
103093350,103240138,76.488
103093350,103093352,29.615
103093350,103093345,195.428
103093352,103093350,29.615
103093352,6786776281,108.656
103093352,103093360,154.795
103093360,103093352,154.795
103093360,103093360,83.947
103093386,103093401,84.364
103093386,103115535,163.822
103093386,103115552,211.162
103093401,103093402,4.361
103093401,103174095,48.481
103093402,103093403,39.939
103093402,1752676730,250.074
103093403,103093404,48.624
103093403,103137458,67.262
103093403,103153927,250.693
103093404,5720061682,141.294
103093404,1691389661,673.309
103093601,103202153,52.905
103093601,103245919,76.281
103093603,103093601,193.665
103093603,103255696,75.942
103093603,103255701,78.215
103093605,103093603,152.822
103093605,5341017976,66.257
103093605,103302617,83.827
103093897,4695808182,293.779
103093898,103189435,256.662
103093898,103189433,65.903
103093901,103093897,112.315
103093901,103255687,135.26
103094666,440215024,56.211
103094693,103238936,72.751
103094693,103195227,86.662
103094704,103097528,20.803
103094704,3531038433,34.669
103094704,8289448141,15.979
103094704,103119135,20.84
103094942,103094954,85.493
103094942,103112481,80.54
103094942,103223998,65.975
103094954,103232550,40.495
103094954,103223998,58.321
103095841,103095842,21.609
103095841,103198057,24.37
103095841,103115637,13.789
103095842,103095841,21.609
103096338,660549324,63.603
103096338,103205070,220.878
103097528,103094704,20.803
103097528,3531038433,39.448
103097528,299386213,491.27
103097567,440215071,71.984
103097567,103105925,65.011
103097567,103185965,76.629
103097567,9944184594,74.454
103098022,103098025,84.574
103098022,103098043,67.565
103098025,103174058,15.569
103098025,103098022,84.574
103098028,103224138,367.399
103098028,103187441,61.676
103098028,103098032,18.798
103098032,9239567789,39.277
103098032,765596351,61.402
103098032,103098028,18.798
103098043,3655086224,224.877
103098504,114662167,161.624
103098535,114662150,258.533
103098535,103098549,84.084
103098549,103101524,80.022
103098549,103098551,59.836
103098549,103098535,84.084
103098551,103101524,51.343
103098551,103098549,59.836
103098551,103101556,57.895
103098573,103318323,477.241
103098573,103195284,336.857
103098573,103195276,99.087
103099800,5449315451,18.656
103099800,103171552,82.846
103100034,103148059,107.628
103100034,299172186,317.407
103100561,9239567789,8.809
103100561,103098025,125.014
103100650,103189429,187.237
103100650,103238591,206.39
103101263,103150128,228.717
103101263,103234499,25.874
103101263,103185085,212.625
103101264,103150140,96.519
103101524,103215751,40.653
103101524,103098551,51.343
103101556,103195292,31.908
103101556,103098549,91.589
103101556,103098551,57.895
103103009,103255701,122.214
103103009,5341017970,12.892
103103149,103224125,131.347
103104140,103104142,79.512
103104142,103104140,79.512
103104142,103224081,51.269
103104142,103209220,46.571
103104148,103104150,57.851
103104150,103104148,57.851
103104150,103159277,102.253
103104150,103209220,50.192
103104423,103126804,88.233
103104423,298788114,82.836
103104423,940924864,161.828
103104739,299380470,37.988
103104739,299380432,42.215
103104739,103214345,12.192
103105040,103106482,40.986
103105040,114662167,148.376
103105040,103105054,62.305
103105054,103106482,33.668
103105054,103195292,77.562
103105415,103174060,197.583
103105415,298940451,138.835
103105415,530806256,126.826
103105724,103224130,46.317
103105724,103224128,200.175
103105925,530754380,143.868
103105925,103097567,65.011
103105925,103146639,33.979
103106090,103174060,248.861
103106090,765596317,35.754
103106090,6374848002,163.542
103106482,103105054,33.668
103106482,103105040,40.986
103106482,103220889,679.414
103106974,766719895,99.407
103106974,103203002,664.392
103107666,3531038444,120.416
103107666,103132984,290.291
103107666,103251843,67.453
103108462,766720040,121.687
103108462,6499542573,339.861
103108462,103190909,389.056
103108476,5508080959,171.108
103108477,5508080957,112.013
103108479,5508080955,112.167
103108780,4695818110,57.03
103108780,4695818110,34.637
103110212,103110214,74.427
103110212,103187714,196.884
103110214,103110212,74.427
103110253,103110254,187.748
103110253,103295502,82.583
103110253,103271817,85.938
103110254,103110255,163.181
103110254,103110253,187.748
103110254,103294155,82.448
103110254,103172164,83.053
103110255,103110258,194.702
103110255,103110254,163.181
103110255,103310030,83.388
103110255,103271819,85.602
103110258,103110255,194.702
103110258,103286691,85.804
103110258,103110260,322.531
103110258,103271821,82.85
103110260,103110262,201.699
103110260,103277692,84.389
103110260,103271803,83.818
103110260,103110258,322.531
103110262,103110260,201.699
103110537,103110539,58.024
103110539,103145876,143.564
103110539,103110537,58.024
103110539,103110544,67.106
103110544,103223851,18.557
103110544,103145877,128.662
103110544,103110539,67.106
103110629,103119429,85.913
103110629,103191323,82.237
103110629,103110631,176.703
103110631,103119431,84.137
103110631,103166971,84.974
103110631,103110629,176.703
103110710,103135919,116.107
103110710,103135900,127.443
103110710,103110721,87.213
103110721,103135921,296.6
103110721,103110764,482.655
103110721,103110710,87.213
103110764,103156430,34.99
103110764,103110773,344.421
103110764,103110721,482.655
103110773,103093259,111.575
103110773,103110784,64.241
103110773,103110764,344.421
103110784,103110773,64.241
103110911,103110914,98.784
103110911,103212495,35.676
103110911,103150187,44.868
103110914,103110911,98.784
103110914,103150196,124.915
103111132,103111134,70.631
103111132,103161839,127.096
103111132,103201271,23.697
103111134,103111132,70.631
103111134,103111138,6.193
103111138,103111140,71.76
103111138,103111134,6.193
103111138,931976119,185.167
103111140,103111138,71.76
103111140,103167224,105.419
103111140,103111141,71.98
103111141,103111151,74.719
103111141,103111140,71.98
103111141,103225089,160.795
103111151,103111153,21.283
103111151,103111141,74.719
103111151,103163014,115.982
103111153,103111155,74.008
103111153,103111151,21.283
103111155,103111157,98.204
103111155,103111153,74.008
103111155,103158568,114.105
103111155,103158566,73.005
103111157,103111155,98.204
103111157,103201206,58.485
103111157,103163321,17.201
103111259,103111265,70.107
103111259,103160750,187.726
103111259,7527301264,75.165
103111265,103111267,8.253
103111265,103111259,70.107
103111265,103160746,187.562
103111267,103111270,75.206
103111267,103111265,8.253
103111267,103174037,158.108
103111270,103111272,3.825
103111270,103111267,75.206
103111270,103174036,157.004
103111272,103111274,71.577
103111272,103111270,3.825
103111274,103111272,71.577
103111274,103111278,69.914
103111274,8169986178,189.28
103111278,103111279,56.288
103111278,103111274,69.914
103111278,103160740,190.03
103111278,103174034,159.728
103111279,103111281,62.52
103111279,103111278,56.288
103111279,103160734,194.82
103111281,103160730,174.947
103111281,103111279,62.52
103111281,103222970,55.331
103111330,103112575,72.449
103111330,103111332,146.451
103111330,103885389,132.911
103111332,103111334,83.105
103111332,103111330,146.451
103111332,103866912,218.315
103111334,103111332,83.105
103111334,103124455,81.107
103111334,103111342,58.973
103111342,103111346,74.558
103111342,103111334,58.973
103111342,103869237,151.656
103111346,103112780,127.516
103111346,103111351,76.089
103111351,103863400,66.146
103112476,103112478,181.31
103112478,103112476,181.31
103112478,103203997,45.062
103112478,103203995,70.556
103112478,103112481,146.898
103112481,103112478,146.898
103112481,103094942,80.54
103112481,103224007,51.385
103112519,103247321,21.742
103112519,103158075,23.287
103112519,5108649553,126.16
103112555,103112559,8.699
103112555,103195295,299.246
103112555,103235719,75.497
103112559,103112555,8.699
103112559,103162249,71.303
103112564,103112566,6.02
103112564,103235926,84.659
103112564,6405633310,59.836
103112566,103112564,6.02
103112566,440208189,209.236
103112566,103117987,80.564
103112569,103207039,119.755
103112569,103274205,81.538
103112569,103235636,61.231
103112569,103235926,76.908
103112575,103112577,7.809
103112575,103111330,72.449
103112575,5481884042,201.475
103112577,103112761,80.458
103112577,103112575,7.809
103112577,103133727,205.531
103112587,103133902,93.944
103112587,103207055,78.806
103112587,103233843,76.491
103112587,103194942,151.727
103112761,103159360,107.486
103112761,103112577,80.458
103112761,103112764,59.82
103112764,103112767,74.123
103112764,103112761,59.82
103112767,103112770,72.392
103112767,103112764,74.123
103112767,103159368,131.085
103112770,103112767,72.392
103112770,103133727,77.713
103112770,103112777,83.014
103112777,103112780,72.889
103112777,103111342,146.292
103112777,103112770,83.014
103112780,103112782,73.013
103112780,103112777,72.889
103112780,103222401,131.61
103112782,103112788,36.806
103112782,103112780,73.013
103112782,103111351,109.93
103112788,103112782,36.806
103112788,103112793,62.028
103112788,103869246,146.109
103112793,103144640,84.527
103112793,103112788,62.028
103112793,103232623,121.008
103113253,3882414957,56.312
103113253,103137166,205.533
103113258,103113253,156.902
103113258,103115552,203.782
103113258,103115561,150.058
103115268,103115270,232.391
103115268,103239391,31.939
103115268,103187261,106.577
103115270,103115272,194.087
103115270,103115268,232.391
103115270,103169827,109.411
103115270,103187263,107.467
103115272,103115270,194.087
103115272,103187265,101.801
103115272,103169828,110.358
103115365,103115366,174.336
103115365,103206287,83.206
103115365,103266267,50.441
103115366,103115365,174.336
103115366,103171025,36.98
103115366,103171024,33.695
103115535,103125345,696.827
103115535,103115628,311.274
103115535,103093386,163.822
103115552,103113258,203.782
103115552,1752676730,75.17
103115552,103093386,211.162
103115561,103115562,78.865
103115561,103113258,150.058
103115562,103115561,78.865
103115562,103137183,103.996
103115563,103115562,191.06
103115563,752618056,21.23
103115567,103137081,108.393
103115567,103115574,229.729
103115567,103201271,352.303
103115574,103115567,229.729
103115574,103115580,115.805
103115580,103115582,149.077
103115580,103115574,115.805
103115582,103115580,149.077
103115582,3625859823,108.845
103115582,103115585,141.798
103115585,103115586,36.645
103115585,103115582,141.798
103115585,103125589,123.038
103115586,103115585,36.645
103115586,5362545922,6.441
103115586,103115580,401.22
103115587,103115589,23.918
103115587,5362545922,100.638
103115587,103129144,104.786
103115589,103115587,23.918
103115589,103221822,67.869
103115595,103221831,77.365
103115595,5362479153,47.482
103115595,103115589,374.424
103115598,1556156751,28.407
103115598,5362479153,80.334
103115598,103115618,189.119
103115618,103116818,71.136
103115618,103115624,103.318
103115618,103115598,189.119
103115624,1752676708,270.112
103115624,103115618,103.318
103115628,103115535,311.274
103115628,1752676708,38.057
103115628,103115624,148.368
103115632,103115634,31.64
103115634,103115632,31.64
103115634,103115637,60.379
103115634,3882426683,90.418
103115637,103095841,13.789
103115637,103115634,60.379
103115637,103137205,60.887
103115821,2565327494,474.119
103115821,2565327494,74.036
103115821,103154325,119.755
103115840,103174614,337.656
103115840,103115846,120.096
103115840,752650952,201.045
103115846,103208518,168.181
103115846,76465370,75.967
103116810,103116816,76.152
103116810,1752676685,25.417
103116810,103137133,165.759
103116816,103116818,73.049
103116816,103116810,76.152
103116816,1752676700,100.563
103116818,103115618,71.136
103116818,103265927,74.457
103116818,103116816,73.049
103116863,103116865,36.353
103116865,103116868,141.533
103116865,103116863,36.353
103116865,103211071,126.984
103116868,103116870,140.659
103116868,103116865,141.533
103116868,10783732074,124.394
103116870,103116868,140.659
103116870,103214357,140.443
103116870,10783732075,132.18
103116870,103116873,141.21
103116873,103116875,139.852
103116873,103116870,141.21
103116873,10783732076,132.403
103116875,103116877,136.507
103116875,103116873,139.852
103116875,103214367,149.754
103116877,103116875,136.507
103116877,103143376,49.666
103116963,103116965,52.536
103116963,103157666,94.193
103116963,103224022,35.017
103116965,103116963,52.536
103117243,103093232,108.171
103117243,103117245,142.491
103117243,6109949875,56.238
103117245,103093236,107.869
103117245,103224113,134.793
103117797,103117809,191.355
103117809,103198312,47.317
103117809,103117831,197.537
103117809,103117797,191.355
103117831,103284210,33.469
103117831,103117809,197.537
103117831,440215024,285.103
103117840,103157821,153.593
103117840,5108572976,67.499
103117840,103215715,97.653
103117840,103215713,113.442
103117987,7614292244,186.134
103117987,103112566,80.564
103117987,103215584,81.725
103118056,103118057,67.489
103118057,103118056,67.489
103118057,103162788,150.287
103118057,103133187,77.205
103118176,103142411,80.589
103118176,103137589,246.675
103118177,103118176,49.844
103118178,103256375,242.881
103118178,103118177,76.142
103118670,9871181536,154.518
103118672,103268030,76.244
103118672,4469448608,33.536
103118672,9871181536,77.228
103118672,103199029,103.279
103118681,103216555,151.881
103119135,103194890,98.874
103119135,3531038430,78.536
103119135,103094704,20.84
103119135,103244754,100.851
103119187,103119189,75.27
103119189,103119187,75.27
103119189,766750846,143.12
103119189,103148754,106.428
103119429,103110629,85.913
103119429,103224103,89.712
103119429,103256369,83.871
103119429,103119431,163.617
103119431,103119433,123.365
103119431,103110631,84.137
103119431,103119429,163.617
103119431,103142413,192.924
103119433,103119431,123.365
103119433,103191325,171.087
103119433,103119435,115.386
103119433,103163465,113.503
103119435,6477912321,59.179
103119435,103238513,83.597
103119435,103226717,100.883
103119435,103119433,115.386
103119437,103133880,75.038
103119437,103133877,98.775
103119437,103119439,69.885
103119437,6477912321,78.948
103119439,103252258,46.669
103119439,103252256,44.592
103119439,103119437,69.885
103119439,2707984833,59.761
103119568,4205789003,110.897
103119568,103130962,207.44
103120728,103120730,67.444
103120730,103150570,76.18
103120730,103120732,18.814
103120732,103150586,123.971
103120732,103120736,108.172
103120736,103269203,50.436
103120736,103150570,158.39
103121480,103195198,118.887
103121480,76465622,57.885
103123225,103123228,25.368
103123225,103123225,69.864
103123228,103187084,48.098
103123228,103199475,32.631
103123228,103123225,25.368
103123235,103123242,122.426
103123235,103191014,110.267
103123235,103190992,51.633
103123242,103123251,97.454
103123242,103123235,122.426
103123242,103125377,102.911
103123242,103125365,120.662
103123251,103093104,217.986
103123251,103123242,97.454
103123251,103181647,74.641
103123288,103123300,36.177
103123288,103247325,25.789
103123288,103093104,224.607
103123300,103123288,36.177
103123300,103123309,102.142
103123300,103235754,81.083
103123309,103123313,106.12
103123309,103123300,102.142
103123309,103149534,78.807
103123309,103149538,72.325
103123313,103123315,72.46
103123313,103230929,74.957
103123313,103123309,106.12
103123313,103230930,75.565
103123315,103123313,72.46
103123511,103245160,19.783
103123511,103123518,85.7
103123511,103126295,131.216
103123518,299171735,81.248
103123518,103123511,85.7
103123530,103146633,72.642
103123530,103227261,145.72
103123530,299172092,93.467
103123530,103146637,131.776
103123536,103123548,568.437
103123536,103243926,381.767
103123536,103174107,827.711
103123548,103123536,568.437
103124442,103115563,97.428
103124442,5449447079,45.795
103124442,3584033962,8.287
103124455,7622328776,13.715
103124455,103133727,27.776
103124646,65903770,102.397
103124646,103174618,68.765
103124648,103124646,154.161
103124648,530475662,57.763
103124977,103124981,227.979
103124977,103231161,101.155
103124977,103214399,101.715
103124981,103124977,227.979
103124981,103247066,59.552
103124981,103214403,77.164
103125345,103125365,167.86
103125345,103115535,696.827
103125345,103191014,56.65
103125365,103123242,120.662
103125365,103125345,167.86
103125365,103216744,103.52
103125365,103191014,109.851
103125377,103190983,38.362
103125377,103123242,102.911
103125377,103093107,273.78
103125383,103125377,112.712
103125383,103093110,240.728
103125383,103162163,173.156
103125390,103162166,178.808
103125390,103125383,94.621
103125390,5108654517,193.949
103125396,103093121,178.932
103125396,103125397,28.889
103125396,103125390,75.648
103125397,103162176,154.387
103125397,103125396,28.889
103125397,103125408,84.374
103125408,103125418,105.543
103125408,103149487,200.445
103125408,103149469,154.04
103125418,103245962,158.002
103125418,103162181,166.799
103125427,103125418,93.158
103125427,103160734,189.467
103125438,103125440,79.035
103125438,103190783,71.718
103125438,103160740,216.885
103125438,103125427,79.847
103125440,103125442,75.406
103125440,103190783,73.965
103125442,103160745,193.294
103125442,103125449,72.701
103125449,103125451,70.518
103125449,103142903,197.455
103125449,103142887,158.161
103125449,103125442,72.701
103125451,103125453,76.023
103125451,103125449,70.518
103125451,103160748,218.75
103125451,103162205,159.042
103125453,440215430,73.408
103125453,103125451,76.023
103125453,103148236,247.162
103125453,103148225,158.964
103125589,103115585,123.038
103125593,103125595,109.539
103125593,103195570,79.311
103125593,695054688,162.004
103125595,103125597,50.672
103125595,103205578,166.606
103125597,103125595,50.672
103125769,103125770,67.753
103125769,103209183,169.295
103125769,103174107,213.043
103125770,103125769,67.753
103125770,103196582,165.176
103125770,4593318821,193.898
103125789,103125790,169.89
103125789,103225907,76.514
103125789,103125803,7.499
103125790,103125789,169.89
103125790,103239833,83.275
103125798,103125800,208.273
103125798,103159081,43.61
103125798,103197532,90.726
103125800,103125803,202.736
103125800,103125798,208.273
103125800,103225905,82.624
103125800,103267064,91.212
103125803,103125800,202.736
103125803,103125789,7.499
103125803,103267073,75.803
103126288,103126290,88.212
103126288,103185292,45.347
103126288,103185282,129.054
103126290,103126292,63.995
103126290,103126288,88.212
103126290,103185282,155.468
103126292,103126295,74.794
103126292,103126290,63.995
103126292,103239560,150.555
103126295,103126292,74.794
103126295,103245162,42.22
103126295,103123511,131.216
103126797,103195570,75.238
103126797,103135123,76.08
103126797,103135123,431.992
103126804,103104423,88.233
103126804,103280486,93.167
103126804,298806591,61.135
103127875,103214386,26.461
103127875,103146459,333.253
103127875,103214389,64.39
103128444,103235829,78.041
103128444,103128450,234.564
103128444,103229751,74.198
103128450,103164179,77.851
103128450,103229765,47.253
103128450,103128444,234.564
103129144,103115587,104.786
