u,v,length
299172195,103146637,101.75
299172195,530754380,278.749
299178371,103141031,25.971
299178371,103131998,76.819
299178371,76463592,116.464
299178377,299178371,20.675
299181156,103129337,206.226
299181156,103203002,126.226
299181627,299181628,11.816
299181628,103255677,202.545
299181628,103093897,1024.311
299181963,299181998,209.215
299181963,530805411,305.36
299181998,103241068,56.542
299181998,530805415,47.196
299182005,103222032,272.064
299182056,299182057,31.719
299182056,530805410,32.362
299182056,103162301,36.684
299182057,299182056,31.719
299182057,103129337,72.358
299182057,530805410,46.299
299183082,103255687,200.971
299183096,103148059,327.168
299183105,103277693,199.029
299183122,103238962,203.15
299380432,298570259,415.125
299380470,103214342,61.341
299380470,103104739,37.988
299380470,299380432,45.973
299383737,611476519,56.602
299383737,298570825,113.359
299385626,103290264,127.402
299385639,103250670,72.75
299385645,440215413,70.53
299385655,103152587,231.851
299386213,103097528,491.27
299386213,7373684555,45.207
299386482,103157399,103.388
299386519,76463562,51.082
299386519,103208519,88.459
299386521,7298101931,22.01
299386721,76464878,449.017
299386721,76464202,157.209
302095403,374482644,185.036
302095403,42454893,158.291
307870549,7297022998,150.407
307870549,2404083336,154.716
307870549,307870554,28.522
307870554,7297022996,148.216
307870554,307870549,28.522
307870554,103858326,136.617
307870556,307870562,126.075
307870556,307870558,19.569
307870556,7297023001,155.984
307870558,307870556,19.569
307870558,2837053797,310.755
307870558,7297022999,152.821
307870562,307870563,74.19
307870562,307870556,126.075
307870562,3588875424,51.257
307870563,307870562,74.19
307870563,307870564,49.668
307870563,2631530250,73.903
307870564,307870563,49.668
307870564,3588875424,71.641
308363346,103224098,52.279
308363346,103162306,26.916
308363346,299181156,112.47
308363480,308363346,222.011
308363480,103271812,48.122
308363480,530805618,26.752
308365119,6499542572,76.218
308650399,103869525,42.414
308650399,3659305511,77.548
308650399,103859910,83.371
308678157,3317900277,43.84
308678157,308679524,32.548
308678157,2631530267,28.957
308678955,308678969,13.17
308678955,308678961,130.587
308678955,308679580,112.48
308678961,308678964,17.221
308678961,308679581,108.95
308678964,308678961,17.221
308678964,308678969,131.402
308678964,1793478692,112.974
308678969,308678955,13.17
308678969,1793478690,111.247
308678969,2308993163,120.686
308678992,308678955,122.981
308678992,2308993163,16.074
308679524,3317900277,28.632
308679524,1793478670,48.59
308679524,308678157,32.548
308679525,3317900277,73.052
308679526,308679527,102.962
308679526,1793478670,46.43
308679526,308693080,54.988
308679527,308679526,102.962
308679535,1793478671,65.525
308679535,2631530266,108.525
308679535,308693081,100.687
308679580,3659304013,71.971
308679580,3659304021,127.775
308679580,308678955,112.48
308679580,308679581,137.422
308679581,308679580,137.422
308679581,103859910,322.1
308679581,308678961,108.95
308692917,103883212,71.735
308692917,103883221,169.451
308692917,308692918,81.474
308692918,308692917,81.474
308692920,103866875,53.095
308692920,103863718,46.024
308692920,103866873,20.988
308693078,2631530267,139.492
308693078,308693079,122.747
308693079,2631530266,140.473
308693079,1793478660,240.107
308693080,1793478690,182.499
308693080,308679526,54.988
308693080,1793478687,53.188
308693081,308679535,100.687
308693081,1793478692,246.849
308698267,3575303898,26.656
308698267,103137010,159.966
339044224,42436393,45.096
358447541,42434821,260.508
358447541,42444933,97.061
358448394,427841073,170.962
358448394,42437688,21.204
370705004,4158740807,163.235
370705004,2821304146,85.073
370870738,598050852,12.036
370870738,278630283,125.776
370870741,42497727,11.029
370870741,1371803820,15.165
370870741,370870738,75.974
370880739,42426747,154.86
370880739,4145735059,254.579
370880758,42421965,28.709
370880758,42421951,37.007
370888100,370888101,185.319
370888100,205024444,1423.528
370888101,42434832,79.756
370892861,42423051,423.5
370892861,370894980,692.32
370893396,42442788,12.441
370893396,42453613,221.609
370893397,370893396,78.369
370894980,370897166,791.413
370896902,42437830,95.72
370896902,7147636389,53.541
370897166,5145531517,459.278
370897166,370913758,1116.604
370898427,42423549,1034.838
370912817,42423774,273.331
370913758,42422509,104.814
370913758,370913779,303.228
370913779,370914027,502.015
370914027,248708582,667.87
370914027,370915061,347.592
370915061,370924957,882.719
370924677,42438898,138.974
370924677,5779545445,714.315
370924957,371188750,752.252
370927297,42452882,197.724
371037237,592643514,2236.438
371037281,2969267799,2260.463
371037281,42448326,91.594
371188320,42427970,167.207
371188320,406006393,265.233
371188750,3785575833,72.313
371188750,371188756,281.85
371188756,371207282,2614.599
371197453,42428012,216.823
371206271,42438513,23.949
371206274,42451754,29.62
371207282,42424025,220.481
371207282,371209940,464.624
371209940,371239958,1847.212
371216381,42433513,103.906
371218803,42435240,192.158
371225088,3786728557,336.819
371225132,5676585287,385.759
371239958,42422449,453.145
371239958,42425681,227.512
371239962,42423203,195
371239962,7641820943,16.831
371337140,42426957,81.297
371337140,42424758,64.339
371337145,42447210,81.454
371337145,589928035,138.399
371337150,42437929,340.599
371337150,371337197,845.391
371337175,5378686574,7.7
371337175,42456831,69.6
371337197,371337250,1429.756
371337226,2141002590,116.871
371337226,371337227,24.02
371337227,589927921,116.347
371337227,371337226,24.02
371337239,2140997998,21.683
371337239,2140994070,18.96
371337239,193868326,264.055
371337241,2140994070,18.068
371337241,42434935,22.669
371337241,42439802,444.645
371337250,5333189426,152.218
371337250,589927903,255.203
371337269,60925389,42.132
373755525,42426799,517.245
373756705,373755525,169.269
373760396,373850916,386.511
373760396,6516908811,474.763
373772209,5333189427,10.054
373772209,42424576,45.059
373778409,42426665,397.019
373778409,42426810,194.064
373780963,60918586,143.028
373780963,595484175,152.721
373850887,60925716,308.982
373850887,60925728,311.781
373850916,589927991,85.5
373880031,42453395,22.213
373880031,42446849,259.879
373880031,246858433,303.63
373903786,11027912164,27.467
373903786,11049420899,93.545
374451674,5051482018,29.362
374451674,42425959,33.213
374463462,4515465265,224.549
374463462,374475605,527.475
374470740,5771241290,922.649
374472690,42441000,179.621
374472690,374470740,224.787
374475605,60917021,2294.417
374482644,374472690,237.884
374494595,42434780,33.173
374494595,42454893,40.032
380059967,42469193,18.176
380059967,10170379787,73.362
387180916,4557517550,9.354
387180916,42436439,93.275
387184869,6331080435,26.633
387184869,42448707,85.499
389001587,42476037,49.51
390519635,42437530,85.074
390519635,42440326,78.134
390519635,42439170,73.713
402480678,11027819091,18.261
402480678,246649427,442.597
406006393,5426969134,571.876
406048768,42434974,133.728
406048768,589099734,59.723
406048768,42445392,84.862
427804166,42423847,50.797
427804196,427804211,53.201
427804196,593926788,35.67
427804205,593926788,28.562
427804205,427804166,80.694
427804211,593839894,122.931
427840965,427841023,43.417
427840965,427804205,346.743
427840967,427840965,32.211
427840984,427840967,291.463
427840998,427841062,7.646
427840998,427840984,292.623
427841011,427841023,174.177
427841011,427850840,172.1
427841011,593988920,155.371
427841011,3272815944,2532.331
427841023,427841034,88.576
427841023,427841011,174.177
427841034,427842140,111.782
427841034,427841050,257.699
427841050,427845236,145.837
427841050,427841052,40.124
427841052,427841062,262.746
427841062,42451695,102.735
427841062,427841071,48.373
427841071,42434465,77.407
427841071,427841073,16.499
427841073,427840998,33.045
427842069,427840967,103.965
427842070,42444964,97.832
427842070,427842069,43.008
427842140,42434429,22.071
427845226,427845236,23.749
427845226,427840984,141.148
427845236,42446668,85.49
427850819,427850840,176.997
427850819,593984752,80.641
427850840,593988920,14.337
440205986,103173800,78.204
440205986,103130846,64.663
440205986,103247067,238.554
440205986,103258431,102.984
440205990,103272820,101.086
440205990,103265899,191.541
440205990,103272823,60.818
440205995,103145877,88.822
440205995,440206000,75.203
440206000,103258427,91.425
440206000,103173800,79.125
440206000,440205995,75.203
440208033,103877246,46.09
440208059,103234095,11.093
440208109,5837332146,17.87
440208109,103232550,157.281
440208109,103875814,163.212
440208135,103159409,544.367
440208135,103882328,160.253
440208135,103865036,130.755
440208163,103239538,76.799
440208163,440208164,77.452
440208164,440208163,77.452
440208164,103194932,296.969
440208164,103133899,219.788
440208164,752263685,77.414
440208165,103204318,78.238
440208165,440208168,179.166
440208165,440208188,43.442
440208167,752263685,79.948
440208168,103245929,76.991
440208168,440208167,121.419
440208168,103263345,55.483
440208170,103133904,185.28
440208170,103239538,74.993
440208170,103237758,76.116
440208174,103215584,217.663
440208177,103192865,101.962
440208179,103207596,151.245
440208179,688321141,18.794
440208179,688321194,57.177
440208180,688321086,18.881
440208180,688321141,57.295
440208181,103213231,154.296
440208181,440208182,75.49
440208181,440208184,76.63
440208182,688321194,19.034
440208182,440208181,75.49
440208183,440208184,102.408
440208183,103201216,54.276
440208183,103213250,147.646
440208183,103237758,130.66
440208184,440208181,76.63
440208184,440208183,102.408
440208188,440208165,43.442
440208188,440208189,73.334
440208188,103263345,176.658
440208189,440208188,73.334
440208189,103112566,209.236
440208190,103213235,149.856
440208190,688321030,18.54
440208190,688321086,57.483
440208205,103204007,110.593
440208740,5106288668,149.8
440208740,5106288676,30.364
440208740,5106288680,30.129
440208773,103162247,103.661
440208775,103195295,111.44
440215024,103094666,56.211
440215024,103180038,104.053
440215024,103130858,283.064
440215024,103117831,285.103
440215026,103213815,23.745
440215026,103213811,17.774
440215026,6040773716,179.727
440215046,103284209,208.352
440215046,103318696,95.101
440215046,103281351,146.622
440215071,103148144,164.913
440215071,103242539,320.272
440215071,103097567,71.984
440215413,103290264,74.608
440215413,299385645,70.53
440215413,103174038,75.71
440215413,7527301264,157.696
440215423,103277692,203.429
440215427,103148019,104.094
440215427,660545485,217.368
440215427,103318252,30.749
440215430,103125453,73.408
440215430,103318252,75.222
440215440,440215456,118.472
440215440,103137596,193.104
440215440,103164809,129.497
440215446,103271803,197.282
440215449,440215450,76.406
440215449,5724810707,76.547
440215449,103093213,111.501
440215449,103236651,212.805
440215450,440215449,76.406
440215450,103277690,214.193
440215451,440215452,81.031
440215451,440215456,109.472
440215451,103137594,195.683
440215452,440215451,81.031
440215452,440215454,99.545
440215454,440215455,11.599
440215454,440215452,99.545
440215454,103137589,197.842
440215455,103164812,109.598
440215455,440215454,11.599
440215455,10265496293,118.855
440215456,440215451,109.472
440215456,440215440,118.472
440215456,103137595,195.746
440215477,103163035,60.648
440215477,103321934,94.231
440215477,103265280,197.569
440243571,103872900,130.912
440243571,440243574,85.319
440243571,103867991,112.488
440243574,103867998,55.24
440243574,440243571,85.319
440243574,440243586,98.191
440243584,103867985,75.221
440243584,103855697,174.909
440243586,440243574,98.191
440243586,103872884,107.246
440243586,440244416,60.456
440243598,103860811,117.051
440243599,103855292,139.485
440243599,440243598,88.124
440243599,103865127,199.807
440243599,440243609,80.645
440243609,440243599,80.645
440243609,440243694,100.283
440243634,5505683630,54.734
440243634,440243672,73.709
440243635,4999644204,8.397
440243635,5505683630,18.512
440243635,4999644196,38.381
440243637,103878555,74.085
440243638,752194395,16.191
440243638,103878555,39.206
440243638,103875955,57.449
440243645,103858345,274.675
440243645,103860978,62.415
440243645,440243663,80.851
440243645,440243646,78.777
440243646,440243645,78.777
440243646,103862576,79.052
440243649,103872219,231.694
440243649,103869773,77.718
440243649,440243651,80.687
440243649,103862576,77.756
440243651,440243649,80.687
440243651,103882084,77.141
440243663,103872547,222.342
440243663,103862580,88.879
440243663,440243645,80.851
440243663,440243694,81.019
440243666,103855637,182.43
440243666,440243669,73.754
440243666,103879734,69.766
440243668,103866094,81.19
440243668,103855633,207.828
440243668,440243670,74.468
440243668,440243669,80.543
440243669,440243668,80.543
440243669,440243666,73.754
440243670,440243668,74.468
440243670,440243672,72.935
440243672,103855629,211.895
440243672,440243670,72.935
440243672,440243634,73.709
440243672,103866091,81.352
440243679,103855310,166.874
440243679,103879734,77.198
440243679,768711557,69.66
440243694,103862582,112.965
440243694,103858361,208.524
440243694,440243609,100.283
440243694,440243663,81.019
440243702,103872852,40.097
440243702,103872840,76.739
440243702,4515004303,44.961
440243703,103885199,79.721
440243703,103860937,72.569
440244356,103864401,87.647
440244356,103872883,82.34
440244356,103858373,40.493
440244399,103878363,174.346
440244399,103866641,30.551
440244399,103866644,77.791
440244404,103869195,94.681
440244404,103855250,93.782
440244404,103876620,77.984
440244415,440244416,74.382
440244416,440244415,74.382
440244416,440243586,60.456
